Airline,Source,Destination,Total_Stops,Price,Dep_Hour,Dep_Min,Arrival_Hour,Arrival_Min,Date,Month,Duration_Hours,Duration_Mins,Weekday,day/night
Jet Airways,Delhi,Cochin,1,6960,13,0,4,25,27,3,15.0,25,3,3.0
Jet Airways,Banglore,Delhi,1,16757,9,45,14,25,3,6,4.0,40,1,2.0
IndiGo,Delhi,Cochin,1,14871,16,0,1,35,3,6,9.0,35,1,4.0
IndiGo,Delhi,Cochin,1,5054,7,35,12,10,6,12,4.0,35,5,1.0
Air India,Delhi,Cochin,2,12488,12,20,19,15,6,3,6.0,55,3,3.0
IndiGo,Banglore,Delhi,0,4823,18,25,21,20,15,4,2.0,55,1,4.0
Air India,Delhi,Cochin,2,14483,5,55,19,15,3,9,34.5,20,2,1.0
Air India,Delhi,Cochin,2,11989,17,15,19,15,24,6,2.0,0,1,4.0
Jet Airways,Delhi,Cochin,1,16079,22,50,19,0,21,5,20.0,10,2,5.0
Jet Airways,Kolkata,Banglore,1,13067,9,35,10,55,5,6,1.0,20,3,2.0
IndiGo,Delhi,Cochin,1,6818,5,5,16,10,6,12,11.0,5,5,1.0
Jet Airways,Kolkata,Banglore,1,13941,8,25,8,15,5,12,23.0,50,4,2.0
Multiple carriers,Delhi,Cochin,1,12927,9,0,19,0,24,6,10.0,0,1,2.0
IndiGo,Kolkata,Banglore,0,4804,22,15,0,50,15,5,2.0,35,3,5.0
Jet Airways,Delhi,Cochin,1,5406,16,0,12,35,4,1,20.0,35,5,4.0
IndiGo,Delhi,Cochin,1,7318,10,45,1,35,21,3,14.0,50,4,2.0
IndiGo,Chennai,Kolkata,0,3384,7,55,10,15,21,3,2.0,20,4,1.0
Air Asia,Delhi,Cochin,1,11410,20,45,6,35,6,3,9.0,50,3,5.0
Jet Airways,Banglore,Delhi,1,9134,5,45,13,15,15,3,7.0,30,5,1.0
Jet Airways,Banglore,Delhi,1,7832,14,5,21,20,21,3,7.0,15,4,3.0
Jet Airways,Banglore,Delhi,1,14815,8,55,7,40,3,6,22.0,45,1,2.0
IndiGo,Banglore,Delhi,0,4591,23,30,2,20,6,3,2.0,50,3,5.0
Jet Airways,Delhi,Cochin,1,12373,22,50,19,0,5,9,20.0,10,4,5.0
Air Asia,Banglore,Delhi,0,4284,5,50,8,40,3,9,2.0,50,2,1.0
Jet Airways,Kolkata,Banglore,1,13941,5,45,4,40,18,5,22.0,55,6,1.0
Jet Airways,Delhi,Cochin,1,16289,17,25,18,50,3,9,1.0,25,2,4.0
IndiGo,Delhi,Cochin,1,9165,23,30,4,35,24,6,5.0,5,1,5.0
Jet Airways,Banglore,Delhi,0,8016,6,0,8,45,21,6,2.0,45,5,1.0
Air Asia,Kolkata,Banglore,1,5192,22,40,10,40,4,1,12.0,0,5,5.0
Jet Airways,Kolkata,Banglore,1,14939,21,10,8,15,6,9,11.0,5,5,5.0
Jet Airways,Banglore,Delhi,1,23017,11,40,9,30,3,1,21.0,50,4,2.0
Multiple carriers,Delhi,Cochin,1,14502,10,0,19,0,6,3,9.0,0,3,2.0
Jet Airways,Banglore,Delhi,1,13817,22,55,12,25,3,12,13.0,30,2,5.0
Jet Airways,Kolkata,Banglore,1,14151,9,35,18,0,24,5,8.0,25,5,2.0
Multiple carriers,Delhi,Cochin,1,15077,10,45,19,15,3,6,8.0,30,1,2.0
Multiple carriers,Delhi,Cochin,1,12192,9,0,19,0,6,12,10.0,0,5,2.0
SpiceJet,Mumbai,Hyderabad,0,1965,13,15,14,45,21,5,1.0,30,2,3.0
IndiGo,Chennai,Kolkata,0,3850,7,55,10,15,18,5,2.0,20,6,1.0
IndiGo,Mumbai,Hyderabad,0,3175,16,55,18,25,6,1,1.0,30,7,4.0
Jet Airways,Banglore,Delhi,0,7229,18,55,22,0,21,5,3.0,5,2,4.0
Jet Airways,Delhi,Cochin,1,16079,19,15,19,0,27,5,23.0,45,1,4.0
IndiGo,Mumbai,Hyderabad,0,4392,9,10,10,40,27,3,1.0,30,3,2.0
Jet Airways,Banglore,Delhi,1,23017,18,40,0,45,18,3,6.0,5,1,4.0
Jet Airways,Delhi,Cochin,2,10368,9,40,19,0,15,6,9.0,20,6,2.0
Jet Airways,Delhi,Cochin,1,12898,22,50,19,0,27,5,20.0,10,1,5.0
Air India,Kolkata,Banglore,2,14960,16,45,12,30,5,1,19.0,45,6,4.0
IndiGo,Delhi,Cochin,1,6442,8,35,22,30,27,5,13.0,55,1,2.0
SpiceJet,Chennai,Kolkata,0,3597,8,20,10,35,21,5,2.0,15,2,2.0
Jet Airways,Delhi,Cochin,2,18804,11,40,19,0,6,6,7.0,20,4,2.0
Vistara,Delhi,Cochin,0,6111,6,0,9,10,15,3,3.0,10,5,1.0
IndiGo,Delhi,Cochin,0,6015,21,5,0,20,6,9,3.0,15,5,5.0
Air India,Banglore,Delhi,0,6121,13,20,16,10,18,5,2.0,50,6,3.0
Jet Airways,Kolkata,Banglore,1,6287,10,20,17,35,24,5,7.0,15,5,2.0
Jet Airways,Banglore,Delhi,0,7229,15,15,18,10,5,9,2.0,55,4,3.0
IndiGo,Delhi,Cochin,1,6442,8,35,16,10,6,12,7.0,35,5,2.0
Jet Airways,Banglore,Delhi,0,4544,15,15,18,10,27,4,2.0,55,6,3.0
Air India,Kolkata,Banglore,2,11542,9,25,13,45,6,12,4.0,20,5,2.0
Jet Airways,Delhi,Cochin,1,16079,19,45,4,25,21,5,8.0,40,2,4.0
Multiple carriers,Delhi,Cochin,1,6076,7,5,16,10,27,3,9.0,5,3,1.0
Air India,Kolkata,Banglore,2,10408,10,0,1,20,4,1,15.0,20,5,2.0
Air India,Delhi,Cochin,2,8446,5,55,19,15,27,3,34.5,20,3,1.0
GoAir,Banglore,Delhi,0,13663,7,45,10,40,3,1,2.0,55,4,1.0
Air India,Delhi,Cochin,1,10671,20,30,8,15,15,5,11.0,45,3,5.0
Air Asia,Banglore,Delhi,0,3383,23,55,2,45,18,6,2.0,50,2,5.0
Multiple carriers,Delhi,Cochin,1,9021,10,20,1,30,5,9,15.0,10,4,2.0
Multiple carriers,Delhi,Cochin,1,14533,9,0,19,15,18,5,10.0,15,6,2.0
Jet Airways,Delhi,Cochin,2,11992,11,45,4,25,6,6,16.0,40,4,2.0
IndiGo,Chennai,Kolkata,0,3597,13,15,15,35,5,12,2.0,20,4,3.0
IndiGo,Banglore,Delhi,0,4077,1,30,4,15,6,9,2.0,45,5,6.0
Multiple carriers,Delhi,Cochin,1,9646,7,5,16,10,6,12,9.0,5,5,1.0
SpiceJet,Kolkata,Banglore,0,3873,22,20,0,40,4,1,2.0,20,5,5.0
Jet Airways,Delhi,Cochin,2,15129,19,10,19,0,5,9,23.0,50,4,4.0
IndiGo,Delhi,Cochin,1,6104,17,30,1,30,6,9,8.0,0,5,4.0
Jet Airways,Delhi,Cochin,2,16022,19,10,4,25,3,6,9.0,15,1,4.0
Jet Airways,Banglore,Delhi,1,10562,9,45,0,30,3,9,14.0,45,2,2.0
Air India,Delhi,Cochin,1,10945,6,5,9,25,3,9,3.0,20,2,1.0
SpiceJet,Kolkata,Banglore,0,3873,9,0,11,25,27,5,2.0,25,1,2.0
Jet Airways,Mumbai,Hyderabad,0,1840,2,55,4,25,27,3,1.0,30,3,6.0
IndiGo,Delhi,Cochin,1,9585,4,55,12,0,3,3,7.0,5,7,1.0
Jet Airways,Mumbai,Hyderabad,0,3210,19,35,21,5,18,5,1.0,30,6,4.0
IndiGo,Delhi,Cochin,1,6147,15,10,20,0,5,9,4.0,50,4,3.0
Jet Airways,Kolkata,Banglore,1,7341,17,0,23,35,5,9,6.0,35,4,4.0
Air India,Delhi,Cochin,1,8372,9,0,19,15,21,5,10.0,15,2,2.0
Multiple carriers,Delhi,Cochin,1,10877,7,30,19,0,27,6,11.0,30,4,1.0
Air India,Delhi,Cochin,2,10441,22,0,19,15,5,9,21.0,15,4,5.0
IndiGo,Delhi,Cochin,1,13611,4,45,21,0,3,6,16.0,15,1,1.0
Jet Airways,Banglore,Delhi,1,11087,8,55,10,45,3,9,1.0,50,2,2.0
Jet Airways,Delhi,Cochin,1,5963,19,15,19,45,27,3,24.0,30,3,4.0
IndiGo,Chennai,Kolkata,0,3597,13,15,15,35,24,5,2.0,20,5,3.0
Jet Airways,Kolkata,Banglore,1,8529,18,55,10,5,6,12,15.0,10,5,4.0
Multiple carriers,Delhi,Cochin,1,10678,4,55,19,0,6,12,14.0,5,5,1.0
IndiGo,Delhi,Cochin,1,8285,8,25,21,0,27,3,12.0,35,3,2.0
Jet Airways,Delhi,Cochin,1,18371,2,15,12,35,6,12,10.0,20,5,6.0
Jet Airways,Kolkata,Banglore,1,12692,20,25,9,45,6,6,13.0,20,4,5.0
IndiGo,Banglore,Delhi,0,4423,6,5,8,50,24,4,2.0,45,3,1.0
Jet Airways,Banglore,Delhi,0,7229,19,50,22,50,6,9,3.0,0,5,4.0
IndiGo,Banglore,Delhi,0,6144,23,30,2,20,3,3,2.0,50,7,5.0
Jet Airways,Delhi,Cochin,2,10919,6,45,4,25,6,1,21.0,40,7,1.0
IndiGo,Kolkata,Banglore,0,4148,21,25,0,5,27,3,2.0,40,3,5.0
SpiceJet,Banglore,Delhi,0,3873,20,30,23,20,24,3,2.0,50,7,5.0
Jet Airways,Delhi,Cochin,2,11702,9,40,18,50,21,3,9.0,10,4,2.0
IndiGo,Delhi,Cochin,1,14871,17,10,1,35,3,6,8.0,25,1,4.0
Air India,Banglore,Delhi,2,11234,6,45,11,10,18,3,4.0,25,1,1.0
IndiGo,Delhi,Cochin,1,6938,14,20,22,30,6,6,8.0,10,4,3.0
IndiGo,Delhi,Cochin,1,6093,8,30,21,0,6,12,12.0,30,5,2.0
IndiGo,Banglore,Delhi,0,3943,10,10,13,0,15,5,2.0,50,3,2.0
Jet Airways,Mumbai,Hyderabad,0,8040,10,20,11,50,6,6,1.0,30,4,2.0
Jet Airways,Delhi,Cochin,2,15129,23,5,12,35,5,9,13.0,30,4,5.0
SpiceJet,Chennai,Kolkata,0,3597,17,45,20,5,5,9,2.0,20,4,4.0
Vistara,Kolkata,Banglore,1,8610,7,10,18,50,5,6,11.0,40,3,1.0
Jet Airways,Kolkata,Banglore,1,13067,17,0,23,35,5,1,6.0,35,6,4.0
SpiceJet,Banglore,Delhi,0,4991,9,30,12,20,5,9,2.0,50,4,2.0
SpiceJet,Kolkata,Banglore,1,4649,15,5,20,20,4,1,5.0,15,5,3.0
SpiceJet,Chennai,Kolkata,0,3597,8,20,10,35,18,5,2.0,15,6,2.0
Jet Airways,Delhi,Cochin,1,12898,8,0,19,0,21,5,11.0,0,2,2.0
Jet Airways,Delhi,Cochin,2,9296,6,20,19,45,27,3,34.5,25,3,1.0
IndiGo,Banglore,Delhi,0,8855,16,55,19,45,3,3,2.0,50,7,4.0
Jet Airways,Delhi,Cochin,1,10262,21,50,19,0,6,6,21.0,10,4,5.0
IndiGo,Banglore,Delhi,0,3943,6,5,8,50,24,6,2.0,45,1,1.0
Multiple carriers,Delhi,Cochin,1,9001,12,50,19,15,6,3,6.0,25,3,3.0
Multiple carriers,Delhi,Cochin,1,7670,10,20,1,30,18,5,15.0,10,6,2.0
Multiple carriers,Delhi,Cochin,1,7530,17,45,1,30,6,3,7.0,45,3,4.0
IndiGo,Kolkata,Banglore,1,8443,9,20,14,15,5,1,4.0,55,6,2.0
SpiceJet,Delhi,Cochin,1,5351,6,5,11,20,4,1,5.0,15,5,1.0
Vistara,Delhi,Cochin,0,6688,6,0,9,10,21,3,3.0,10,4,1.0
Jet Airways,Banglore,Delhi,1,11087,20,35,19,10,3,12,22.0,35,2,5.0
Air India,Banglore,Delhi,2,7664,5,50,12,5,15,3,6.0,15,5,1.0
IndiGo,Kolkata,Banglore,1,4775,15,15,20,30,15,4,5.0,15,1,3.0
GoAir,Kolkata,Banglore,0,3514,15,20,17,55,27,6,2.0,35,4,3.0
Jet Airways,Delhi,Cochin,2,13376,6,45,4,25,24,6,21.0,40,1,1.0
Jet Airways,Delhi,Cochin,2,14300,8,10,12,35,6,12,4.0,25,5,2.0
Air India,Delhi,Cochin,1,7480,20,40,9,25,27,6,12.0,45,4,5.0
IndiGo,Mumbai,Hyderabad,0,2227,21,20,22,50,5,12,1.0,30,4,5.0
Air Asia,Delhi,Cochin,1,7452,7,55,22,25,18,5,14.0,30,6,1.0
Air Asia,Kolkata,Banglore,0,4409,10,20,12,55,24,5,2.0,35,5,2.0
Air India,Kolkata,Banglore,2,4647,9,10,11,5,4,3,1.0,55,1,2.0
SpiceJet,Chennai,Kolkata,0,3332,9,30,12,5,21,3,2.0,35,4,2.0
Air India,Delhi,Cochin,1,6902,10,0,19,15,27,3,9.0,15,3,2.0
Air Asia,Kolkata,Banglore,1,6857,19,55,23,30,6,6,3.0,35,4,4.0
Jet Airways,Delhi,Cochin,1,12373,19,15,4,25,5,9,9.0,10,4,4.0
Multiple carriers,Delhi,Cochin,1,11789,11,40,19,0,15,6,7.0,20,6,2.0
Air India,Delhi,Cochin,2,13039,17,15,7,40,5,9,14.0,25,4,4.0
Jet Airways,Banglore,Delhi,1,11087,22,55,11,25,3,12,12.0,30,2,5.0
Vistara,Kolkata,Banglore,1,9345,20,20,23,25,18,5,3.0,5,6,5.0
SpiceJet,Mumbai,Hyderabad,0,1965,22,45,0,15,24,6,1.0,30,1,5.0
IndiGo,Delhi,Cochin,1,6093,7,30,21,0,6,3,13.0,30,3,1.0
Jet Airways,Kolkata,Banglore,1,11841,18,55,8,15,6,9,13.0,20,5,4.0
Jet Airways,Kolkata,Banglore,1,9663,21,10,10,5,5,9,12.0,55,4,5.0
Jet Airways,Delhi,Cochin,1,14714,19,15,19,0,6,6,23.0,45,4,4.0
Jet Airways,Kolkata,Banglore,1,8529,18,55,22,35,6,12,3.0,40,5,4.0
IndiGo,Delhi,Cochin,1,5073,7,35,12,10,4,6,4.0,35,2,1.0
Jet Airways,Banglore,Delhi,0,7229,7,10,10,10,24,4,3.0,0,3,1.0
Air India,Delhi,Cochin,1,9194,10,0,19,15,6,6,9.0,15,4,2.0
Multiple carriers,Delhi,Cochin,1,11789,11,40,19,0,6,12,7.0,20,5,2.0
SpiceJet,Mumbai,Hyderabad,0,2017,13,15,14,45,6,12,1.0,30,5,3.0
Air India,Kolkata,Banglore,2,15894,14,30,12,30,6,6,22.0,0,4,3.0
IndiGo,Banglore,Delhi,0,3419,1,30,4,15,5,9,2.0,45,4,6.0
Jet Airways,Delhi,Cochin,2,10368,5,30,4,25,6,9,22.0,55,5,1.0
IndiGo,Delhi,Cochin,1,6027,15,10,20,0,24,4,4.0,50,3,3.0
Air India,Delhi,Cochin,1,7480,20,40,9,25,18,5,12.0,45,6,5.0
SpiceJet,Kolkata,Banglore,1,7189,8,35,17,15,6,12,8.0,40,5,2.0
Air India,Banglore,Delhi,0,7276,10,0,12,45,15,3,2.0,45,5,2.0
Jet Airways,Delhi,Cochin,1,15764,11,30,4,25,3,6,16.0,55,1,2.0
Jet Airways,Delhi,Cochin,1,14714,19,15,4,25,6,6,9.0,10,4,4.0
Multiple carriers,Delhi,Cochin,1,7888,17,0,1,30,21,5,8.0,30,2,4.0
Jet Airways,Delhi,Cochin,1,10262,8,0,4,25,6,6,20.0,25,4,2.0
Jet Airways,Delhi,Cochin,2,15318,20,0,4,25,18,5,8.0,25,6,5.0
Jet Airways,Kolkata,Banglore,1,5608,10,20,17,35,5,1,7.0,15,6,2.0
Jet Airways,Kolkata,Banglore,1,12681,8,25,18,15,4,1,9.0,50,5,2.0
Air India,Delhi,Cochin,2,9417,17,15,9,25,3,6,16.0,10,1,4.0
Multiple carriers,Delhi,Cochin,1,17057,7,5,21,0,3,3,13.0,55,7,1.0
Multiple carriers,Delhi,Cochin,1,12537,13,0,21,0,27,3,8.0,0,3,3.0
Air India,Delhi,Cochin,2,10651,22,0,19,15,27,5,21.0,15,1,5.0
Vistara,Delhi,Cochin,0,6741,6,0,9,10,6,1,3.0,10,7,1.0
Jet Airways,Kolkata,Banglore,1,10844,20,0,22,35,24,5,2.0,35,5,5.0
Air India,Delhi,Cochin,2,13381,14,25,19,15,27,5,4.0,50,1,3.0
IndiGo,Banglore,Delhi,0,4423,6,5,8,50,4,6,2.0,45,2,1.0
Jet Airways,Mumbai,Hyderabad,0,5678,19,35,21,5,27,5,1.0,30,1,4.0
Jet Airways,Delhi,Cochin,2,12719,9,35,12,35,21,5,3.0,0,2,2.0
IndiGo,Delhi,Cochin,1,5054,7,35,12,10,6,1,4.0,35,7,1.0
Air India,Delhi,Cochin,1,7480,9,45,9,25,24,5,23.0,40,5,2.0
Air India,Banglore,Delhi,0,6961,17,0,19,45,6,3,2.0,45,3,4.0
SpiceJet,Kolkata,Banglore,0,3841,17,10,19,40,24,4,2.0,30,3,4.0
IndiGo,Banglore,Delhi,0,3943,21,15,0,15,6,3,3.0,0,3,5.0
Jet Airways,Banglore,Delhi,0,7229,8,20,11,20,5,3,3.0,0,2,2.0
SpiceJet,Banglore,Delhi,0,4319,9,30,12,20,15,5,2.0,50,3,2.0
IndiGo,Banglore,Delhi,0,4423,13,0,15,50,24,4,2.0,50,3,3.0
Jet Airways,Delhi,Cochin,1,16079,22,50,4,25,21,5,5.0,35,2,5.0
Jet Airways,Banglore,Delhi,0,7754,19,50,22,50,21,6,3.0,0,5,4.0
Air India,Delhi,Cochin,2,10467,13,15,9,25,6,1,20.0,10,7,3.0
Jet Airways,Delhi,Cochin,1,14714,17,30,12,35,6,3,19.0,5,3,4.0
Air India,Kolkata,Banglore,1,7452,16,45,21,5,5,1,4.0,20,6,4.0
Air India,Delhi,Cochin,2,13276,13,20,19,15,21,5,5.0,55,2,3.0
Air India,Banglore,Delhi,2,23017,8,50,10,35,3,1,1.0,45,4,2.0
Air India,Chennai,Kolkata,0,4667,11,40,13,55,5,1,2.0,15,6,2.0
Jet Airways,Banglore,Delhi,0,7229,15,15,18,10,15,6,2.0,55,6,3.0
Jet Airways,Delhi,Cochin,2,14237,18,25,12,35,15,6,18.0,10,6,4.0
Multiple carriers,Delhi,Cochin,1,8266,10,20,19,15,15,5,8.0,55,3,2.0
Jet Airways,Delhi,Cochin,2,13882,9,25,4,25,24,6,19.0,0,1,2.0
IndiGo,Banglore,Delhi,0,4823,20,0,22,50,5,6,2.0,50,3,5.0
Air Asia,Banglore,Delhi,0,4483,23,55,2,45,24,5,2.0,50,5,5.0
Air India,Banglore,Delhi,0,6961,6,10,8,55,6,12,2.0,45,5,1.0
Jet Airways,Kolkata,Banglore,1,9663,18,55,10,5,5,12,15.0,10,4,4.0
Jet Airways,Delhi,Cochin,2,16704,23,5,4,25,18,5,5.0,20,6,5.0
IndiGo,Mumbai,Hyderabad,0,4049,9,10,10,40,5,12,1.0,30,4,2.0
SpiceJet,Chennai,Kolkata,0,3807,8,20,10,35,24,3,2.0,15,7,2.0
IndiGo,Delhi,Cochin,1,6442,6,50,22,30,6,9,15.0,40,5,1.0
Jet Airways,Banglore,Delhi,1,7832,7,0,7,40,15,3,24.0,40,5,1.0
IndiGo,Delhi,Cochin,1,6442,8,35,22,30,24,6,13.0,55,1,2.0
IndiGo,Banglore,Delhi,0,4823,20,0,22,50,21,4,2.0,50,7,5.0
Jet Airways,Banglore,Delhi,1,13555,5,45,5,5,3,6,23.0,20,1,1.0
GoAir,Delhi,Cochin,1,5135,10,35,19,35,4,6,9.0,0,2,2.0
Air Asia,Banglore,Delhi,0,3383,23,55,2,45,15,5,2.0,50,3,5.0
GoAir,Delhi,Cochin,1,5842,7,25,13,35,15,6,6.0,10,6,1.0
Jet Airways,Delhi,Cochin,2,16704,13,25,4,25,18,5,15.0,0,6,3.0
Air India,Kolkata,Banglore,1,8366,16,50,7,55,5,1,15.0,5,6,4.0
SpiceJet,Mumbai,Hyderabad,0,1965,5,45,7,15,5,9,1.0,30,4,1.0
SpiceJet,Kolkata,Banglore,0,3873,17,10,19,40,6,6,2.0,30,4,4.0
Jet Airways,Banglore,Delhi,1,23017,8,0,20,20,3,1,12.0,20,4,2.0
Multiple carriers,Delhi,Cochin,1,10678,4,55,12,35,6,6,7.0,40,4,1.0
Air India,Banglore,Delhi,1,6824,8,50,23,15,21,3,14.0,25,4,2.0
Air India,Delhi,Cochin,2,9443,5,0,19,15,6,12,34.5,15,5,1.0
Multiple carriers,Delhi,Cochin,1,13378,7,5,19,15,21,3,12.0,10,4,1.0
IndiGo,Banglore,Delhi,0,3943,4,0,6,50,5,1,2.0,50,6,1.0
IndiGo,Delhi,Cochin,1,7191,11,25,21,0,18,5,9.0,35,6,2.0
SpiceJet,Banglore,Delhi,0,3625,5,55,8,35,27,6,2.0,40,4,1.0
GoAir,Delhi,Cochin,1,6841,7,25,13,35,27,5,6.0,10,1,1.0
Jet Airways,Kolkata,Banglore,1,11134,16,55,23,25,24,3,6.0,30,7,4.0
Jet Airways,Kolkata,Banglore,1,14571,18,55,20,45,6,6,1.0,50,4,4.0
Air India,Banglore,Delhi,3,12346,5,50,12,15,3,1,6.0,25,4,1.0
Jet Airways,Banglore,Delhi,0,4544,17,45,20,45,21,4,3.0,0,7,4.0
Jet Airways,Delhi,Cochin,2,13376,14,35,4,25,6,9,13.0,50,5,3.0
Jet Airways,Banglore,Delhi,1,11087,18,55,12,25,3,12,17.0,30,2,4.0
SpiceJet,Kolkata,Banglore,0,5515,9,0,11,30,3,3,2.0,30,7,2.0
IndiGo,Kolkata,Banglore,0,4804,4,40,7,15,27,6,2.0,35,4,1.0
IndiGo,Chennai,Kolkata,0,3597,13,15,15,35,6,12,2.0,20,5,3.0
Multiple carriers,Delhi,Cochin,1,15353,6,0,19,15,3,6,13.0,15,1,1.0
Jet Airways,Kolkata,Banglore,1,9899,6,30,16,20,6,12,9.0,50,5,1.0
IndiGo,Banglore,Delhi,0,7303,18,25,21,20,24,3,2.0,55,7,4.0
Jet Airways,Banglore,Delhi,1,13817,8,55,21,20,3,12,12.0,25,2,2.0
Jet Airways,Delhi,Cochin,2,19329,19,10,19,45,3,6,24.0,35,1,4.0
Jet Airways,Delhi,Cochin,1,16289,7,5,12,35,6,12,5.0,30,5,1.0
Jet Airways,Kolkata,Banglore,1,9663,18,55,10,5,15,5,15.0,10,3,4.0
Air India,Delhi,Cochin,2,10975,9,45,9,25,6,3,23.0,40,3,2.0
Air Asia,Kolkata,Banglore,0,4384,10,20,12,55,18,3,2.0,35,1,2.0
Jet Airways,Delhi,Cochin,1,14714,9,0,19,0,6,12,10.0,0,5,2.0
Jet Airways,Delhi,Cochin,2,10919,14,35,4,25,6,12,13.0,50,5,3.0
Jet Airways,Kolkata,Banglore,1,14388,14,5,4,40,21,5,14.0,35,2,3.0
Multiple carriers,Delhi,Cochin,1,10877,11,25,19,0,15,6,7.0,35,6,2.0
Jet Airways,Delhi,Cochin,2,15129,23,5,12,35,5,9,13.0,30,4,5.0
IndiGo,Delhi,Cochin,1,7191,7,30,21,0,5,6,13.0,30,3,1.0
GoAir,Kolkata,Banglore,1,6686,23,30,7,45,5,1,8.0,15,6,5.0
Multiple carriers,Delhi,Cochin,1,7530,12,50,1,30,6,3,12.0,40,3,3.0
IndiGo,Delhi,Cochin,1,6442,7,35,22,30,15,6,14.0,55,6,1.0
Jet Airways,Delhi,Cochin,1,10262,9,0,12,35,27,6,3.0,35,4,2.0
Jet Airways,Banglore,Delhi,1,13817,18,55,9,30,3,12,14.0,35,2,4.0
Jet Airways,Kolkata,Banglore,1,13626,14,5,23,35,6,12,9.0,30,5,3.0
Jet Airways,Kolkata,Banglore,1,14388,18,55,10,5,5,12,15.0,10,4,4.0
IndiGo,Kolkata,Banglore,0,4804,4,40,7,15,27,4,2.0,35,6,1.0
IndiGo,Delhi,Cochin,0,5406,14,30,17,35,21,3,3.0,5,4,3.0
SpiceJet,Delhi,Cochin,1,4611,17,55,22,50,4,3,4.0,55,1,4.0
IndiGo,Kolkata,Banglore,1,5069,8,10,13,0,6,9,4.0,50,5,2.0
GoAir,Banglore,Delhi,0,3898,7,45,10,40,6,6,2.0,55,4,1.0
IndiGo,Mumbai,Hyderabad,0,2754,12,0,13,30,6,6,1.0,30,4,3.0
Multiple carriers,Delhi,Cochin,1,6943,15,0,1,30,27,5,10.0,30,1,3.0
Jet Airways,Kolkata,Banglore,1,14781,5,45,18,15,18,5,12.0,30,6,1.0
Jet Airways,Delhi,Cochin,1,16079,13,0,19,0,21,5,6.0,0,2,3.0
IndiGo,Banglore,Delhi,0,8033,16,55,19,45,15,3,2.0,50,5,4.0
IndiGo,Banglore,Delhi,0,6860,18,25,21,20,3,9,2.0,55,2,4.0
Multiple carriers,Delhi,Cochin,1,6953,11,40,19,15,27,3,7.0,35,3,2.0
IndiGo,Banglore,Delhi,0,4823,7,10,10,5,5,12,2.0,55,4,1.0
IndiGo,Kolkata,Banglore,0,4174,4,40,7,15,4,9,2.0,35,3,1.0
Jet Airways,Delhi,Cochin,2,12819,13,25,19,0,27,6,5.0,35,4,3.0
Jet Airways,Kolkata,Banglore,1,9663,21,10,4,40,15,5,7.0,30,3,5.0
SpiceJet,Kolkata,Banglore,0,3841,6,55,9,30,5,3,2.0,35,2,1.0
IndiGo,Delhi,Cochin,0,5000,5,35,8,50,27,6,3.0,15,4,1.0
Air India,Banglore,Delhi,2,13366,5,50,22,10,3,1,16.0,20,4,1.0
Vistara,Mumbai,Hyderabad,1,12395,21,55,16,45,3,6,18.0,50,1,5.0
Air India,Kolkata,Banglore,1,7452,16,45,21,5,15,5,4.0,20,3,4.0
Jet Airways,Delhi,Cochin,1,15554,19,45,19,0,18,5,23.0,15,6,4.0
Jet Airways,Kolkata,Banglore,1,13067,17,0,15,5,5,6,22.0,5,3,4.0
IndiGo,Kolkata,Banglore,0,6565,15,10,17,45,3,1,2.0,35,4,3.0
SpiceJet,Mumbai,Hyderabad,0,1965,5,45,7,15,24,5,1.0,30,5,1.0
SpiceJet,Chennai,Kolkata,0,3332,9,30,12,5,27,3,2.0,35,3,2.0
IndiGo,Banglore,Delhi,1,6208,5,25,10,10,21,3,4.0,45,4,1.0
Air India,Banglore,Delhi,1,11161,13,50,18,40,18,3,4.0,50,1,3.0
Air India,Kolkata,Banglore,2,12224,10,0,13,45,6,12,3.0,45,5,2.0
Jet Airways,Kolkata,Banglore,1,9663,18,55,12,0,5,1,17.0,5,6,4.0
Jet Airways,Banglore,Delhi,1,12284,8,55,15,15,18,3,6.0,20,1,2.0
Air India,Delhi,Cochin,1,7480,17,20,9,25,27,5,16.0,5,1,4.0
Jet Airways,Delhi,Cochin,1,17024,19,15,4,25,3,6,9.0,10,1,4.0
Jet Airways,Kolkata,Banglore,1,14151,20,25,19,10,6,6,22.0,45,4,5.0
IndiGo,Kolkata,Banglore,0,4804,17,15,19,50,21,6,2.0,35,5,4.0
IndiGo,Delhi,Cochin,1,6069,16,0,21,0,18,5,5.0,0,6,4.0
Vistara,Banglore,Delhi,1,6065,6,40,21,55,21,3,15.0,15,4,1.0
Jet Airways,Kolkata,Banglore,1,14151,20,25,9,45,18,5,13.0,20,6,5.0
Jet Airways,Kolkata,Banglore,1,14231,18,55,12,0,24,3,17.0,5,7,4.0
Vistara,Mumbai,Hyderabad,1,12395,15,40,9,25,3,6,17.0,45,1,3.0
IndiGo,Delhi,Cochin,1,5636,2,0,7,25,24,4,5.0,25,3,6.0
Air India,Delhi,Cochin,1,5232,17,40,23,0,4,6,5.0,20,2,4.0
Jet Airways,Delhi,Cochin,1,14714,14,0,4,25,6,1,14.0,25,7,3.0
IndiGo,Chennai,Kolkata,0,3850,7,55,10,15,5,6,2.0,20,3,1.0
Air India,Delhi,Cochin,1,7258,17,40,9,35,27,5,15.0,55,1,4.0
Jet Airways,Banglore,Delhi,1,17471,21,25,20,20,3,6,22.0,55,1,5.0
